CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_BUSINESS_DBA;EMPLOYER_ADDRESS;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_REPRESENTING_EMPLOYER;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAICS_CODE;TOTAL_WORKERS;NEW_EMPLOYMENT;CONTINUED_EMPLOYMENT;CHANGE_PREVIOUS_EMPLOYMENT;NEW_CONCURRENT_EMPLOYMENT;CHANGE_EMPLOYER;AMENDED_PETITION;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_SOURCE;PW_SOURCE_YEAR;PW_SOURCE_OTHER;WAGE_RATE_OF_PAY_FROM;WAGE_RATE_OF_PAY_TO;WAGE_UNIT_OF_PAY;H1B_DEPENDENT;WILLFUL_VIOLATOR;SUPPORT_H1B;LABOR_CON_AGREE;PUBLIC_DISCLOSURE_LOCATION;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;ORIGINAL_CERT_DATE
I-200-17202-070222;CERTIFIED;42937.0;42943.0;H-1B;43080.0;44175.0;TARGET LABS, INCORPORATED;;8300 OLD COURTHOUSE ROAD;VIENNA;VA;22182;;;;;;,;;;SOFTWARE ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541512;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;90002.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;90002.0;0.0;Year;Y;N;Y;Y;;HOUSTON;HARRIS;TX;77024;
I-200-16316-073087;CERTIFIED;42685.0;42691.0;H-1B;42709.0;43803.0;KRONOS INCORPORATED;;297 BILLERICA ROAD;CHELMSFORD;MA;01824;UNITED STATES OF AMERICA;;9789473956;;Y;PARKER, DONALD;WALTHAM;MA;NETWORK ENGINEER;15-1143;COMPUTER NETWORK ARCHITECTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;102107.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;110000.0;0.0;Year;N;N;;;;CHELMSFORD;MIDDLESEX;MA;01824;
I-200-17080-084533;CERTIFIED;42815.0;42821.0;H-1B;42997.0;44092.0;SAMITI TECHNOLOGY, INC.;;2 LINCOLN HIGHWAY;EDISON;NJ;08820;UNITED STATES OF AMERICA;;7325160066;201;N;,;;;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;64813.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;75000.0;0.0;Year;Y;N;Y;;;JERSEY CITY;HUDSON;NJ;07302;
I-200-16280-410587;CERTIFIED;42649.0;42656.0;H-1B;42653.0;43748.0;MARLABS, INC.;NA;1 CORPORATE PLACE SOUTH FL3;PISCATAWAY;NJ;08854;UNITED STATES OF AMERICA;NA;7326941000;;N;,;;;PROGRAMMER/ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;78083.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;78100.0;0.0;Year;Y;N;Y;;;BETHESDA;MONTGOMERY COUNTY;MD;20814;
I-200-17044-674693;CERTIFIED;42782.0;42789.0;H-1B;42949.0;44044.0;SYMANTEC CORPORATION;;350 ELLIS STREET;MOUNTAIN VIEW;CA;94043;UNITED STATES OF AMERICA;;6505278000;;Y;OYE, RONALD;SAN FRANCISCO;CA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;93500.0;Year;N/A;Other;2016;CUSTOM SURVEY - WILLIS TOWERS WATSON PROFESSIONAL (TECHNICAL AND OPERATIONS);100000.0;0.0;Year;N;N;NA;;;CULVER CITY;LOS ANGELES;CA;90230;
I-200-17069-029306;CERTIFIED;42804.0;42810.0;H-1B;42987.0;44082.0;FAMILY HEALTH CARE AND CARDIAC CENTER;;7404 5TH AVE;BROOKLYN;NY;11209;UNITED STATES OF AMERICA;;7184395111;;Y;BHATT, SAMIR;JERICHO;NY;DATA ANALYST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;621111;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;71781.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;75000.0;0.0;Year;N;N;;;;BROOKLYN;KINGS;NY;11209;
I-200-17073-480898;CERTIFIED;42808.0;42814.0;H-1B;42989.0;44084.0;PRO-COM PRODUCTS INC.;;525 PARRIOTT PL.,;CITY OF INDUSTRY;CA;91744;UNITED STATES OF AMERICA;;6263222147;;Y;FELDMAN, GEORGE;GLENDALE;CA;STAFF ACCOUNTANT;13-2011;ACCOUNTANTS AND AUDITORS;4236;1.0;1.0;0.0;0.0;0.0;0.0;0.0;N;22.73;Hour;Level I;Other;2016;OFLC  ONLINE DATA CENTER;22.73;0.0;Hour;N;N;;Y;;CITY OF INDUSTRY;LOS ANGELES;CA;91744;
I-200-17129-859076;DENIED;42867.0;42873.0;H-1B;42901.0;43996.0;ALLENDALE ASSOCIATION;;600 W. GRAND AVE.;LAKE VILLA;IL;60046;UNITED STATES OF AMERICA;;8472456236;;Y;CUI, CHARLES;CHICAGO;IL;COMMUNICATIONS SPECIALIST;27-3031;PUBLIC RELATIONS SPECIALISTS;8133;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;17.0;Hour;N/A;Other;2016;NATIONAL ASSOCIATION OF COLLEGES AND EMPLOYERS SALARY SURVEY;17.0;0.0;Hour;N;N;NA;;;LAKE VILLA;LAKE;IL;60046;
I-200-17086-500553;CERTIFIED;42821.0;42825.0;H-1B;42823.0;43918.0;PROFESSIONAL VISION TECHNOLOGIES INC;;42180 FORD ROAD;CANTON;MI;48187;UNITED STATES OF AMERICA;;7343295372;;N;,;;;SR. SOFTWARE DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;69368.0;Year;Level II;Other;2017;OFLC ONLINE DATA CENTER;69368.0;0.0;Year;Y;N;Y;Y;;CHICAGO;COOK;IL;60666;
I-200-17042-450729;CERTIFIED;42777.0;42782.0;H-1B;42958.0;44054.0;WAL-MART ASSOCIATES, INC.;;702 S.W. 8TH STREET;BENTONVILLE;AR;72716;UNITED STATES OF AMERICA;;6508375176;;Y;ANSTEY, SARAH;NEW YORK;NY;STAFF SOFTWARE ENGINEER;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;452910;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;142938.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;159500.38;0.0;Year;N;N;NA;;;SUNNYVALE;SANTA CLARA;CA;94086;
I-200-17237-191898;CERTIFIED;42972.0;42978.0;H-1B;42989.0;43353.0;SOFTPATH SYSTEM LLC;;3985 STEVE REYNOLDS BLVD.;NORCROSS;GA;30093;;;;;;,;;;HUB CONFIGURATION SPECIALIST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;90002.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;90002.0;0.0;Year;Y;N;Y;;;HOUSTON;HARRIS;TX;77070;
I-200-16336-942633;CERTIFIED;42705.0;42711.0;H-1B;42705.0;43800.0;TRANSCEND GLOBAL, INC.;N/A;630 FREEDOM BUSINESS CENTER, SUITE 314;KING OF PRUSSIA;PA;19406;UNITED STATES OF AMERICA;;6109893775;;Y;KHOSLA, P. MICHAEL;MAINEVILLE;OH;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;70221.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;75000.0;0.0;Year;N;N;;;;RIDGEFIELD PARK;BERGEN;NJ;07660;
I-200-16306-870003;CERTIFIED;42676.0;42682.0;H-1B;42684.0;43778.0;SALESFORCE.COM INC.;;THE LANDMARK AT ONE MARKET ST.;SAN FRANCISCO;CA;94105;UNITED STATES OF AMERICA;;4153076706;;Y;PATEL, DIVYA;ARLINGTON;VA;SENIOR MEMBER OF TECHNICAL STAFF, SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;95451.0;Year;Level IV;OES;2016;OFLC ONLINE DATA CENTER;95451.0;0.0;Year;N;N;NA;;;INDIANAPOLIS;MARION;IN;46204;
I-200-17064-685755;CERTIFIED;42799.0;42803.0;H-1B;42973.0;44068.0;WIPRO LLC;2 TOWER CENTER BLVD;2 TOWER CENTER BLVD;EAST BRUNSWICK;NJ;08816;UNITED STATES OF AMERICA;EAST BRUNSWICK;7325091360;;N;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;4.0;4.0;0.0;0.0;0.0;0.0;0.0;Y;73091.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;73091.0;0.0;Year;Y;N;Y;N;;SUNNYVALE;SANTA CLARA;CA;94085;
I-200-16362-913416;CERTIFIED;42731.0;42738.0;H-1B;42744.0;43049.0;IBM INDIA PRIVATE LIMITED;;3039 CORNWALLIS ROAD;DURHAM;NC;27709;UNITED STATES OF AMERICA;;9192541504;;N;,;;;SENIOR APPLICATION DEVELOPER;15-1131;COMPUTER PROGRAMMERS;54151;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;65146.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;78433.0;81837.0;Year;N;N;NA;;;RICHMOND;HENRICO;VA;23238;
I-200-17061-192619;CERTIFIED;42797.0;42803.0;H-1B;42965.0;44060.0;BALL STATE UNIVERSITY;;2000 W UNIVERSITY AVENUE;MUNCIE;IN;47306;UNITED STATES OF AMERICA;;7652851032;;N;,;;;ASSOCIATE PROFESSOR OF SALES;25-1011;BUSINESS TEACHERS, POSTSECONDARY;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;64540.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;140000.0;0.0;Year;N;N;NA;Y;;MUNCIE;DELAWARE;IN;47306;
I-200-17087-760872;CERTIFIED;42822.0;42828.0;H-1B;43005.0;43646.0;THE UNIVERSITY OF IOWA;;1 W. PRENTISS STREET;IOWA CITY;IA;52242;UNITED STATES OF AMERICA;;3193351167;;N;,;;;ENGINEER;17-2031;BIOMEDICAL ENGINEERS;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;42536.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;50000.0;0.0;Year;N;N;NA;Y;;IOWA CITY;JOHNSON;IA;52242;
I-200-17059-267432;CERTIFIED;42794.0;42800.0;H-1B;42977.0;44072.0;IOASIZ INC;N/A;242 OLD NEW BRUNSWICK ROAD;PISCATAWAY;NJ;08854;UNITED STATES OF AMERICA;;7327636463;;N;,;;;PROGRAMMER ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;57325.0;Year;Level I;Other;2016;OFLC ONLINE DATA CENTER;70800.0;0.0;Year;N;N;N;Y;;COLUMBIA;RICHLAND COUNTY;SC;29201;
I-200-17087-602288;CERTIFIED;42822.0;42828.0;H-1B;43004.0;44100.0;PARK SQUARE ENTERPRISES, LLC;PARK SQUARE HOMES;5200 VINELAND ROAD;ORLANDO;FL;32811;UNITED STATES OF AMERICA;;4075293092;;Y;FINER, TERESA;ORLANDO;FL;COMMERCIAL REAL ESTATE DEVELOPMENT MANAGER;11-9041;ARCHITECTURAL AND ENGINEERING MANAGERS;23611;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;79685.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;80000.0;0.0;Year;N;N;NA;Y;;ORLANDO;ORANGE;FL;32811;
I-200-17060-902476;CERTIFIED;42801.0;42807.0;H-1B;42984.0;44080.0;ROYAL CYBER INC.;;55 SHUMAN BLVD;NAPERVILLE;IL;60563;UNITED STATES OF AMERICA;;6303556292;;Y;CHUGH, NAVNEET;SANTA CLARA;CA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541519;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;52166.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;70000.0;0.0;Year;Y;N;Y;;;NAPERVILLE;DUPAGE;IL;60563;
I-200-17068-998498;CERTIFIED;42803.0;42809.0;H-1B;42814.0;43909.0;ATOS IT SOLUTIONS AND SERVICES, INC.;;2500 WESTCHESTER AVENUE, SUITE 300;PURCHASE;NY;10577;UNITED STATES OF AMERICA;;9148813000;;Y;ANSTEY, SARAH;NEW YORK;NY;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541512;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;56971.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;58698.0;0.0;Year;N;N;NA;;;MADISON;DANE;WI;53708;
I-200-17066-731093;CERTIFIED;42801.0;42807.0;H-1B;42979.0;44074.0;OBJECT TECHNOLOGY SOLUTIONS INC;;6363 COLLEGE BLVD.;OVERLAND PARK;KS;66211;UNITED STATES OF AMERICA;;9133459080;150;N;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;46259.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;50000.0;0.0;Year;Y;N;N;Y;;OVERLAND PARK;JOHNSON;KS;66211;
I-200-17031-041007;CERTIFIED;42766.0;42772.0;H-1B;42779.0;43874.0;LINKEDIN CORPORATION;;1000 W. MAUDE AVENUE;SUNNYVALE;CA;94085;UNITED STATES OF AMERICA;;6506873600;;Y;WOLF, STEPHANIE;SAN FRANCISCO;CA;SR. SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;518112;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;147222.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;147222.0;204800.0;Year;N;N;NA;;;SUNNYVALE;SANTA CLARA;CA;94085;
I-200-17024-126264;CERTIFIED;42767.0;42773.0;H-1B;42944.0;44039.0;ADVANCED MICRO DEVICES, INC.;;ONE AMD PLACE, M/S 68, P.O. BOX 3453;SUNNYVALE;CA;94088;UNITED STATES OF AMERICA;;4087493699;;Y;MARARANG, MALOU;RALEIGH;NC;SMTS ASIC/LAYOUT DESIGN ENGINEER;17-2072;ELECTRONICS ENGINEERS, EXCEPT COMPUTER;334413;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;155106.0;Year;Level IV;OES;2016;OFLC ONLINE DATA CENTER;155106.0;246400.0;Year;N;N;NA;Y;;SUNNYVALE;SANTA CLARA;CA;94088;
I-200-17263-806122;CERTIFIED;42998.0;43004.0;H-1B;42998.0;44093.0;CAPGEMINI AMERICA INC;;333 WEST WACKER DRIVE;CHICAGO;IL;60606;;;;;;,;;;TEST CONSULTANT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;5416;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;69701.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;69800.0;0.0;Year;Y;N;Y;;;NEW YORK;NEW YORK;NY;10020;
I-200-17152-358958;CERTIFIED;42891.0;42897.0;H-1B;42898.0;43993.0;ABB ENTERPRISE SOFTWARE, INC.;N/A;400 PERIMETER CENTER TERRACE;ATLANTA;GA;30346;UNITED STATES OF AMERICA;N/A;9198562360;;Y;HAWKINS, JANORA;ATLANTA;GA;PROPOSAL ENGINEER;41-9031;SALES ENGINEERS;22111;1.0;0.0;0.0;1.0;0.0;0.0;0.0;Y;85424.0;Year;N/A;Other;2017;DIETRICH SPRING 2017 ENGINEERING SALARY SURVEY;85424.0;162780.0;Year;N;N;NA;;;SUGAR LAND;FORT BEND;TX;77478;
I-200-17136-834271;DENIED;42881.0;42886.0;H-1B;42885.0;43981.0;SCHNEIDER ELECTRIC USA, INC.;;800 FEDERAL STREET;ANDOVER;MA;01810;UNITED STATES OF AMERICA;;9787940800;;Y;JACOBSON, P. MICHELLE;CHICAGO;IL;APPLICATION ENGINEER POWER SYSTEMS;17-2071;ELECTRICAL ENGINEERS;335311;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;64750.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;64750.0;66277.0;Year;N;N;NA;;;KNIGHTDALE;WAKE;NC;27545;
I-200-16350-066676;CERTIFIED;42720.0;42726.0;H-1B;42888.0;43983.0;MICROSOFT CORPORATION;;1 MICROSOFT WAY;REDMOND;WA;98052;UNITED STATES OF AMERICA;;4258828080;;N;,;;;SENIOR SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;51121;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;122533.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;165715.0;0.0;Year;N;N;NA;;;REDMOND;KING;WA;98052;
I-200-17029-353185;CERTIFIED;42789.0;42795.0;H-1B;42931.0;44027.0;THE BOSTON CONSULTING GROUP, INC.;N/A;ONE BEACON STREET;BOSTON;MA;02108;UNITED STATES OF AMERICA;N/A;6179731200;;Y;MOZES, GABRIEL;BOSTON;MA;CONSULTANT;13-1111;MANAGEMENT ANALYSTS;541611;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;104562.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;147000.0;181500.0;Year;N;N;NA;;;BOSTON;SUFFOLK;MA;02109;
I-200-17069-508908;CERTIFIED;42807.0;42811.0;H-1B;42979.0;44074.0;AURORA MEDICAL GROUP, INC.;;3000 WEST MONTANA STREET;MILWAUKEE;WI;53215;UNITED STATES OF AMERICA;;4146473000;;Y;KALLMEYER, MARIA;MADISON;WI;NEUROLOGIST;29-1069;PHYSICIANS AND SURGEONS, ALL OTHER;62111;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;187200.0;Year;N/A;OES;2016;OFLC ONLINE DATA CENTER;305000.0;0.0;Year;N;N;NA;;;MENOMONEE FALLS;WAUKESHA;WI;53051;
I-200-17047-396781;CERTIFIED;42795.0;42801.0;H-1B;42962.0;44057.0;DELOITTE CONSULTING LLP;;1700 MARKET STREET;PHILADELPHIA;PA;19103;UNITED STATES OF AMERICA;;2152462300;;Y;MICHAELS, REBECCA;TORONTO;;CONSULTANT;15-1121;COMPUTER SYSTEMS ANALYSTS;54161;15.0;15.0;0.0;0.0;0.0;0.0;0.0;Y;64230.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;70000.0;0.0;Year;N;N;NA;;;WILMINGTON;NEW CASTLE;DE;19805;
I-200-17122-743714;DENIED;42857.0;42863.0;H-1B;42870.0;43646.0;HERITAGE CARE, INC.;N/A;4922 LASALLE RD.;HYATTSVILLE;MD;20782;UNITED STATES OF AMERICA;N/A;3017798653;;Y;RENE, KYLE;HYATTSVILLE;MD;PHYSICAL THERAPIST;29-1123;PHYSICAL THERAPISTS;623110;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;56742.0;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;71219.0;0.0;Year;Y;N;Y;Y;;ANNAPOLIS;ANNE ARUNDEL;MD;21403;
I-200-17081-911817;CERTIFIED;42816.0;42822.0;H-1B;42823.0;43918.0;L&T TECHNOLOGY SERVICES LIMITED;;2035 LINCOLN HIGHWAY;EDISON;NJ;08817;UNITED STATES OF AMERICA;;7322486119;;Y;DALAL, NISHA;TROY;MI;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541330;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;47299.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;65000.0;75000.0;Year;Y;N;Y;;;FRANKSVILLE;RACINE;WI;53126;
I-200-17047-240887;CERTIFIED;42782.0;42789.0;H-1B;42782.0;43876.0;HEXAWARE TECHNOLOGIES, INC.;N/A;101 WOOD AVENUE SOUTH;ISELIN;NJ;08830;UNITED STATES OF AMERICA;N/A;6094096950;;Y;MORTON, MICHAEL;TROY;MI;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;63398.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;63500.0;0.0;Year;Y;N;Y;;;CHARLOTTE;MECKLENBURG;NC;28227;
I-200-17061-842964;CERTIFIED;42801.0;42807.0;H-1B;42984.0;44079.0;COVANCE CENTRAL LABORATORY SERVICES INC.;;8211 SCICOR DRIVE;INDIANAPOLIS;IN;46214;UNITED STATES OF AMERICA;;6094524287;;Y;MIRER, JOSHUA;HARTFORD;CT;SOFTWARE ENGINEER III;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;32541;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;65083.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;65083.0;72500.0;Year;N;N;NA;;;INDIANAPOLIS;MARION;IN;46214;
I-200-17124-562817;CERTIFIED;42869.0;42873.0;H-1B;42880.0;43975.0;UMB BANK NA;;1010 GRAND BOULEVARD;KANSAS CITY;MO;64106;UNITED STATES OF AMERICA;N/A;8168607249;;Y;WEIGEL, ANTHONY;GRAIN VALLEY;MO;SYSTEMS ENGINEER - DISTRIBUTED SYSTEMS;15-1143;COMPUTER NETWORK ARCHITECTS;522110;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;95451.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;105000.0;117500.0;Year;N;N;NA;;;KANSAS CITY;JACKSON;MO;64106;
I-200-17073-493394;CERTIFIED-WITHDRAWN;42815.0;42907.0;H-1B;42994.0;44089.0;PLASTIC TRIM INTERNATIONAL, INC.;;935 AULERICH;EAST TAWAS;MI;48730;UNITED STATES OF AMERICA;;2489918097;;Y;ALLEN, CHRISTIAN;TROY;MI;ASSOCIATE PROGRAM ENGINEER;17-2141;MECHANICAL ENGINEERS;336360;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;44554.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;55000.0;0.0;Year;N;N;NA;;;EAST TAWAS;IOSCO;MI;48730;42821.0
I-200-16319-105871;CERTIFIED;42689.0;42695.0;H-1B;42736.0;43829.0;INFOSYS LIMITED;N/A;6100 TENNYSON PARKWAY;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;N;,;;;TECHNOLOGY ANALYST - US - PROFESSIONAL;15-1121;COMPUTER SYSTEMS ANALYST;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;56410.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;65010.0;0.0;Year;Y;N;Y;;;WOONSOCKET;PROVIDENCE;RI;02895;
I-200-17248-686058;CERTIFIED;42984.0;42990.0;H-1B;43166.0;44261.0;AMAZON CORPORATE LLC;;2021 7TH AVENUE;SEATTLE;WA;98121;;;;;;,;;;SOFTWARE DEVELOPMENT ENGINEER II;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;454111;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;112549.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;135400.0;0.0;Year;N;N;NA;;;SEATTLE;KING;WA;98121;
I-200-17045-179825;CERTIFIED;42782.0;42789.0;H-1B;42960.0;44055.0;RAPID VALUE SOLUTIONS, INC;N/A;7901 STONERIDGE DRIVE;PLEASANTON;CA;94588;UNITED STATES OF AMERICA;N/A;9255961554;;N;,;;;COMPUTER SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;14.0;14.0;0.0;0.0;0.0;0.0;0.0;Y;59218.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;70000.0;76000.0;Year;Y;N;Y;Y;;IRVINE;ORANGE;CA;92614;
I-200-17097-916197;CERTIFIED;42832.0;42838.0;H-1B;43009.0;44105.0;INVESTCLOUD, INC.;;700 NORTH SAN VICENTE BLVD.;WEST HOLLYWOOD;CA;90069;UNITED STATES OF AMERICA;;8888000188;;Y;LEWIS, HARRY;SAN FRANCISCO;CA;CREATIVE DIRECTOR PRODUCT DESIGN;27-1011;ART DIRECTORS;541519;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;94765.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;103500.0;0.0;Year;N;N;;;;WEST HOLLYWOOD;LOS ANGELES;CA;90069;
I-200-17010-743908;CERTIFIED;42745.0;42752.0;H-1B;42745.0;43839.0;PEOPLE TECH GROUP INC.;;15809 BEAR CREEK PKWY;REDMOND;WA;98052;UNITED STATES OF AMERICA;N/A;4256438174;N/A;N;,;;;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;0.0;0.0;1.0;0.0;0.0;0.0;Y;67642.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;75000.0;0.0;Year;Y;N;Y;Y;;BELLEVUE;KING;WA;98004;
I-200-17242-017048;CERTIFIED;42984.0;42990.0;H-1B;42996.0;44092.0;FACEBOOK, INC.;;1 HACKER WAY*;MENLO PARK;CA;94025;;;;;;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;518112;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;160555.0;Year;;Other;2017;RADFORD GLOBAL TECHNOLOGY SURVEY;185000.0;0.0;Year;Y;N;Y;;;MENLO PARK;SAN MATEO;CA;94025;
I-200-17088-562419;CERTIFIED;42823.0;42829.0;H-1B;42823.0;43918.0;CAPGEMINI AMERICA INC;N/A;333 WEST WACKER DRIVE;CHICAGO;IL;60606;UNITED STATES OF AMERICA;N/A;3123955000;;N;,;;;PROGRAMMER/DEVELOPER 2;15-1131;COMPUTER PROGRAMMERS;5416;3.0;1.0;0.0;0.0;0.0;1.0;1.0;Y;70034.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;75800.0;0.0;Year;Y;N;Y;;;ATLANTA;FULTON;GA;30305;
I-200-17075-849288;CERTIFIED;42810.0;42816.0;H-1B;42898.0;43982.0;THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR. UNIVERSITY;STANFORD UNIVERSITY;584 CAPISTRANO WAY;STANFORD;CA;94305;UNITED STATES OF AMERICA;;6507257400;;N;,;;;BIOSTATISTICIAN 1;15-2041;STATISTICIANS;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;72571.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;78000.0;0.0;Year;N;N;NA;;;PALO ALTO;SANTA CLARA;CA;94304;
